@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Converts the given value into a boolean.\n ',non-directive
'This method fails if the value does not represent a boolean.\n ',non-directive
'<p>\n Valid representations of <code>true</code> include the strings\n \"<code>t</code>\", \"<code>true</code>\", or equivalent in mixed\n or upper case.\n ',non-directive
'Similarly, valid representations of <code>false</code> include the strings\n \"<code>f</code>\", \"<code>false</code>\", or equivalent in mixed\n or upper case. \n ',non-directive
'</p>\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as a boolean\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\ta boolean\n',non-directive
' Converts the given value into a boolean.\n Returns the given default value if the \n value does not represent a boolean.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a boolean, or the default value\n',non-directive
' Converts the given value into a boolean.\n ',non-directive
'Returns the given default value if the \n value does not represent a boolean.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a boolean, or the default value\n',non-directive
' Converts the given value into a double.\n This method fails if the value does not represent a double.\n\n @param value the value to be converted\n @return the value as a double\n @exception DataFormatException if the given value does not represent\n\ta double\n',non-directive
' Converts the given value into a double.\n ',non-directive
'This method fails if the value does not represent a double.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as a double\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\ta double\n',non-directive
' Converts the given value into a double.\n Returns the given default value if the \n value does not represent a double.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a double, or the default value\n',non-directive
' Converts the given value into a double.\n ',non-directive
'Returns the given default value if the \n value does not represent a double.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a double, or the default value\n',non-directive
' Converts the given value into a float.\n This method fails if the value does not represent a float.\n\n @param value the value to be converted\n @return the value as a float\n @exception DataFormatException if the given value does not represent\n\ta float\n',non-directive
' Converts the given value into a float.\n ',non-directive
'This method fails if the value does not represent a float.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as a float\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\ta float\n',non-directive
' Converts the given value into a float.\n Returns the given default value if the \n value does not represent a float.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a float, or the default value\n',non-directive
' Converts the given value into a float.\n ',non-directive
'Returns the given default value if the \n value does not represent a float.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a float, or the default value\n',non-directive
' Converts the given value into an SWT font data object.\n This method fails if the value does not represent font data.\n <p>\n A valid font data representation is a string of the form\n <code><it>fontname</it>-<it>style</it>-<it>height</it></code> where\n <code><it>fontname</it></code> is the name of a font,\n <code><it>style</it></code> is a font style (one of\n <code>\"regular\"</code>, <code>\"bold\"</code>,\n <code>\"italic\"</code>, or <code>\"bold italic\"</code>)\n and <code><it>height</it></code> is an integer representing the\n font height. Example: <code>Times New Roman-bold-36</code>.\n </p>\n\n @param value the value to be converted\n @return the value as font data\n @exception DataFormatException if the given value does not represent\n\tfont data\n',non-directive
' Converts the given value into an SWT font data object.\n ',non-directive
'This method fails if the value does not represent font data.\n ',non-directive
'<p>\n A valid font data representation is a string of the form\n <code><it>fontname</it>-<it>style</it>-<it>height</it></code> where\n <code><it>fontname</it></code> is the name of a font,\n <code><it>style</it></code> is a font style (one of\n <code>\"regular\"</code>, <code>\"bold\"</code>,\n <code>\"italic\"</code>, or <code>\"bold italic\"</code>)\n and <code><it>height</it></code> is an integer representing the\n font height. ',directive
'Example: <code>Times New Roman-bold-36</code>.\n ',directive
'</p>\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as font data\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\tfont data\n',non-directive
' Convert the given value into an array of SWT font data objects.\n \n @param value the font list string \n @return the value as a font list\n @since 3.0\n',non-directive
' Convert the given value into an array of SWT font data objects.\n \n',non-directive
?,non-directive
'@param value the font list string \n ',non-directive
'@return the value as a font list\n ',non-directive
'@since 3.0\n',non-directive
' Converts the given value into an SWT font data object.\n Returns the given default value if the \n value does not represent a font data object.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a font data object, or the default value\n',non-directive
' Converts the given value into an SWT font data object.\n ',non-directive
'Returns the given default value if the \n value does not represent a font data object.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a font data object, or the default value\n',non-directive
' Converts the given value into an int.\n This method fails if the value does not represent an int.\n\n @param value the value to be converted\n @return the value as an int\n @exception DataFormatException if the given value does not represent\n\tan int\n',non-directive
' Converts the given value into an int.\n ',non-directive
'This method fails if the value does not represent an int.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as an int\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\tan int\n',non-directive
' Converts the given value into an int.\n Returns the given default value if the \n value does not represent an int.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as an int, or the default value\n',non-directive
' Converts the given value into an int.\n ',non-directive
'Returns the given default value if the \n value does not represent an int.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as an int, or the default value\n',non-directive
' Converts the given value into a long.\n This method fails if the value does not represent a long.\n\n @param value the value to be converted\n @return the value as a long\n @exception DataFormatException if the given value does not represent\n\ta long\n',non-directive
' Converts the given value into a long.\n ',non-directive
'This method fails if the value does not represent a long.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as a long\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\ta long\n',non-directive
' Converts the given value into a long.\n Returns the given default value if the \n value does not represent a long.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a long, or the default value\n',non-directive
' Converts the given value into a long.\n ',non-directive
'Returns the given default value if the \n value does not represent a long.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a long, or the default value\n',non-directive
' Converts the given value into an SWT point.\n This method fails if the value does not represent a point.\n <p>\n A valid point representation is a string of the form\n <code><it>x</it>,<it>y</it></code> where\n <code><it>x</it></code> and <code><it>y</it></code>\n are valid ints.\n </p>\n\n @param value the value to be converted\n @return the value as a point\n @exception DataFormatException if the given value does not represent\n\ta point\n',non-directive
' Converts the given value into an SWT point.\n ',non-directive
'This method fails if the value does not represent a point.\n ',non-directive
'<p>\n A valid point representation is a string of the form\n <code><it>x</it>,<it>y</it></code> where\n <code><it>x</it></code> and <code><it>y</it></code>\n are valid ints.\n ',directive
'</p>\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as a point\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\ta point\n',non-directive
' Converts the given value into an SWT point.\n Returns the given default value if the \n value does not represent a point.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a point, or the default value\n',non-directive
' Converts the given value into an SWT point.\n ',non-directive
'Returns the given default value if the \n value does not represent a point.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a point, or the default value\n',non-directive
' Converts the given value into an SWT rectangle.\n This method fails if the value does not represent a rectangle.\n <p>\n A valid rectangle representation is a string of the form\n <code><it>x</it>,<it>y</it>,<it>width</it>,<it>height</it></code>\n where <code><it>x</it></code>, <code><it>y</it></code>,\n <code><it>width</it></code>, and <code><it>height</it></code>\n are valid ints.\n </p>\n\n @param value the value to be converted\n @return the value as a rectangle\n @exception DataFormatException if the given value does not represent\n\ta rectangle\n',non-directive
' Converts the given value into an SWT rectangle.\n ',non-directive
'This method fails if the value does not represent a rectangle.\n ',non-directive
'<p>\n A valid rectangle representation is a string of the form\n <code><it>x</it>,<it>y</it>,<it>width</it>,<it>height</it></code>\n where <code><it>x</it></code>, <code><it>y</it></code>,\n <code><it>width</it></code>, and <code><it>height</it></code>\n are valid ints.\n ',directive
'</p>\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as a rectangle\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\ta rectangle\n',non-directive
' Converts the given value into an SWT rectangle.\n Returns the given default value if the \n value does not represent a rectangle.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a rectangle, or the default value\n',non-directive
' Converts the given value into an SWT rectangle.\n ',non-directive
'Returns the given default value if the \n value does not represent a rectangle.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a rectangle, or the default value\n',non-directive
' Converts the given value into an SWT RGB color value.\n This method fails if the value does not represent an RGB\n color value.\n <p>\n A valid RGB color value representation is a string of the form\n <code><it>red</it>,<it>green</it></code>,<it>blue</it></code> where\n <code><it>red</it></code>, <it>green</it></code>, and \n <code><it>blue</it></code> are valid ints.\n </p>\n\n @param value the value to be converted\n @return the value as an RGB color value\n @exception DataFormatException if the given value does not represent\n\tan RGB color value\n',non-directive
' Converts the given value into an SWT RGB color value.\n ',non-directive
'This method fails if the value does not represent an RGB\n color value.\n ',non-directive
'<p>\n A valid RGB color value representation is a string of the form\n <code><it>red</it>,<it>green</it></code>,<it>blue</it></code> where\n <code><it>red</it></code>, <it>green</it></code>, and \n <code><it>blue</it></code> are valid ints.\n ',directive
'</p>\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@return the value as an RGB color value\n ',non-directive
'@exception DataFormatException if the given value does not represent\n\tan RGB color value\n',non-directive
' Converts the given value into an SWT RGB color value.\n Returns the given default value if the \n value does not represent an RGB color value.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a RGB color value, or the default value\n',non-directive
' Converts the given value into an SWT RGB color value.\n ',non-directive
'Returns the given default value if the \n value does not represent an RGB color value.\n\n ',non-directive
'@param value the value to be converted\n ',non-directive
'@param dflt the default value\n ',non-directive
'@return the value as a RGB color value, or the default value\n',non-directive
' Converts the given double value to a string.\n Equivalent to <code>String.valueOf(value)</code>.\n\n @param value the double value\n @return the string representing the given double\n',non-directive
' Converts the given double value to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value)</code>.\n\n ',directive
'@param value the double value\n ',non-directive
'@return the string representing the given double\n',non-directive
' Converts the given float value to a string.\n Equivalent to <code>String.valueOf(value)</code>.\n\n @param value the float value\n @return the string representing the given float\n',non-directive
' Converts the given float value to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value)</code>.\n\n ',directive
'@param value the float value\n ',non-directive
'@return the string representing the given float\n',non-directive
' Converts the given int value to a string.\n Equivalent to <code>String.valueOf(value)</code>.\n\n @param value the int value\n @return the string representing the given int\n',non-directive
' Converts the given int value to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value)</code>.\n\n ',directive
'@param value the int value\n ',non-directive
'@return the string representing the given int\n',non-directive
' Converts the given long value to a string.\n Equivalent to <code>String.valueOf(value)</code>.\n\n @param value the long value\n @return the string representing the given long\n',non-directive
' Converts the given long value to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value)</code>.\n\n ',directive
'@param value the long value\n ',non-directive
'@return the string representing the given long\n',non-directive
' Converts the given boolean object to a string.\n Equivalent to <code>String.valueOf(value.booleanValue())</code>.\n\n @param value the boolean object\n @return the string representing the given boolean value\n',non-directive
' Converts the given boolean object to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value.booleanValue())</code>.\n\n ',directive
'@param value the boolean object\n ',non-directive
'@return the string representing the given boolean value\n',non-directive
' Converts the given double object to a string.\n Equivalent to <code>String.valueOf(value.doubleValue())</code>.\n\n @param value the double object\n @return the string representing the given double value\n',non-directive
' Converts the given double object to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value.doubleValue())</code>.\n\n ',directive
'@param value the double object\n ',non-directive
'@return the string representing the given double value\n',non-directive
' Converts the given float object to a string.\n Equivalent to <code>String.valueOf(value.floatValue())</code>.\n\n @param value the float object\n @return the string representing the given float value\n',non-directive
' Converts the given float object to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value.floatValue())</code>.\n\n ',directive
'@param value the float object\n ',non-directive
'@return the string representing the given float value\n',non-directive
' Converts the given integer object to a string.\n Equivalent to <code>String.valueOf(value.intValue())</code>.\n\n @param value the integer object\n @return the string representing the given integer value\n',non-directive
' Converts the given integer object to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value.intValue())</code>.\n\n ',directive
'@param value the integer object\n ',non-directive
'@return the string representing the given integer value\n',non-directive
' Converts the given long object to a string.\n Equivalent to <code>String.valueOf(value.longValue())</code>.\n\n @param value the long object\n @return the string representing the given long value\n',non-directive
' Converts the given long object to a string.\n ',non-directive
'Equivalent to <code>String.valueOf(value.longValue())</code>.\n\n ',directive
'@param value the long object\n ',non-directive
'@return the string representing the given long value\n',non-directive
' Converts a font data array  to a string. The string representation is\n that of asString(FontData) seperated by \';\'\n \n @param value The font data.\n @return The string representation of the font data arra.\n @since 3.0\n',non-directive
' Converts a font data array  to a string. ',non-directive
'The string representation is\n that of asString(FontData) seperated by \';\'\n \n ',directive
'@param value The font data.\n ',non-directive
'@return The string representation of the font data arra.\n ',non-directive
'@since 3.0\n',non-directive
' Converts a font data object to a string. The string representation is\n \"font name-style-height\" (for example \"Times New Roman-bold-36\").\n @param value The font data.\n @return The string representation of the font data object.\n',non-directive
' Converts a font data object to a string. ',non-directive
'The string representation is\n \"font name-style-height\" (for example \"Times New Roman-bold-36\").\n ',directive
'@param value The font data.\n ',non-directive
'@return The string representation of the font data object.\n',non-directive
' Converts the given SWT point object to a string.\n <p>\n The string representation of a point has the form\n <code><it>x</it>,<it>y</it></code> where\n <code><it>x</it></code> and <code><it>y</it></code>\n are string representations of integers.\n </p>\n\n @param value the point object\n @return the string representing the given point\n',non-directive
' Converts the given SWT point object to a string.\n ',non-directive
'<p>\n The string representation of a point has the form\n <code><it>x</it>,<it>y</it></code> where\n <code><it>x</it></code> and <code><it>y</it></code>\n are string representations of integers.\n ',directive
'</p>\n\n ',non-directive
'@param value the point object\n ',non-directive
'@return the string representing the given point\n',non-directive
' Converts the given SWT rectangle object to a string.\n <p>\n The string representation of a rectangle has the form\n <code><it>x</it>,<it>y</it>,<it>width</it>,<it>height</it></code>\n where <code><it>x</it></code>, <code><it>y</it></code>,\n <code><it>width</it></code>, and <code><it>height</it></code>\n are string representations of integers.\n </p>\n\n @param value the rectangle object\n @return the string representing the given rectangle\n',non-directive
' Converts the given SWT rectangle object to a string.\n ',non-directive
'<p>\n The string representation of a rectangle has the form\n <code><it>x</it>,<it>y</it>,<it>width</it>,<it>height</it></code>\n where <code><it>x</it></code>, <code><it>y</it></code>,\n <code><it>width</it></code>, and <code><it>height</it></code>\n are string representations of integers.\n ',directive
'</p>\n\n ',non-directive
'@param value the rectangle object\n ',non-directive
'@return the string representing the given rectangle\n',non-directive
' Converts the given SWT RGB color value object to a string.\n <p>\n The string representation of an RGB color value has the form\n <code><it>red</it>,<it>green</it></code>,<it>blue</it></code> where\n <code><it>red</it></code>, <it>green</it></code>, and \n <code><it>blue</it></code> are string representations of integers.\n </p>\n\n @param value the RGB color value object\n @return the string representing the given RGB color value\n',non-directive
' Converts the given SWT RGB color value object to a string.\n ',non-directive
'<p>\n The string representation of an RGB color value has the form\n <code><it>red</it>,<it>green</it></code>,<it>blue</it></code> where\n <code><it>red</it></code>, <it>green</it></code>, and \n <code><it>blue</it></code> are string representations of integers.\n ',directive
'</p>\n\n ',non-directive
'@param value the RGB color value object\n ',non-directive
'@return the string representing the given RGB color value\n',non-directive
' Returns the given string with all whitespace characters removed.\n <p>\n All characters that have codes less than or equal to <code>\'&#92;u0020\'</code> \n (the space character) are considered to be a white space.\n </p>\n\n @param s the source string\n @return the string with all whitespace characters removed\n',non-directive
' Returns the given string with all whitespace characters removed.\n ',non-directive
'<p>\n All characters that have codes less than or equal to <code>\'&#92;u0020\'</code> \n (the space character) are considered to be a white space.\n ',directive
'</p>\n\n ',non-directive
'@param s the source string\n ',non-directive
'@return the string with all whitespace characters removed\n',non-directive
' Converts a font data object to a string representation for display. \n \tThe string representation is\n \"font name-style-height\" (for example \"Times New Roman-bold-36\").\n @param value The font data.\n @return The string representation of the font data object.\n @deprecated use asString(FontData)\n',non-directive
' Converts a font data object to a string representation for display. \n \t',non-directive
'The string representation is\n \"font name-style-height\" (for example \"Times New Roman-bold-36\").\n ',directive
'@param value The font data.\n ',non-directive
'@return The string representation of the font data object.\n ',non-directive
'@deprecated use asString(FontData)\n',non-directive
' Returns the formatted message for the given key in JFace\'s resource\n bundle.\n \n @param key\n            the resource name\n @param args\n            the message arguments\n @return the string\n',non-directive
' Returns the formatted message for the given key in JFace\'s resource\n bundle.\n \n',non-directive
?,non-directive
'@param key\n            the resource name\n ',non-directive
'@param args\n            the message arguments\n ',non-directive
'@return the string\n',non-directive
' Returns the JFace\'s banner font. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.BANNER_FONT)\n </pre>\n \n @return the font\n',non-directive
' Returns the JFace\'s banner font. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.BANNER_FONT)\n </pre>\n \n ',directive
'@return the font\n',non-directive
' Returns the resource bundle for JFace itself. The resouble bundle is\n obtained from\n <code>ResourceBundle.getBundle(\"org.eclipse.jface.jface_nls\")</code>.\n <p>\n Note that several static convenience methods are also provided on this\n class for directly accessing resources in this bundle.\n </p>\n \n @return the resource bundle\n',directive
' Returns the resource bundle for JFace itself. ',non-directive
'The resouble bundle is\n obtained from\n <code>ResourceBundle.getBundle(\"org.eclipse.jface.jface_nls\")</code>.\n ',directive
'<p>\n Note that several static convenience methods are also provided on this\n class for directly accessing resources in this bundle.\n ',directive
'</p>\n \n ',non-directive
'@return the resource bundle\n',non-directive
' Returns the color registry for JFace itself.\n <p>\n \n @return the <code>ColorRegistry</code>.\n @since 3.0\n',non-directive
' Returns the color registry for JFace itself.\n ',non-directive
'<p>\n \n ',non-directive
'@return the <code>ColorRegistry</code>.\n ',non-directive
'@since 3.0\n',non-directive
' Returns the global resource manager for the given display\n \n @since 3.1\n \n @param toQuery\n            display to query\n @return the global resource manager for the given display\n',non-directive
' Returns the global resource manager for the given display\n \n ',non-directive
'@since 3.1\n \n ',non-directive
'@param toQuery\n            display to query\n ',non-directive
'@return the global resource manager for the given display\n',non-directive
' Returns JFace\'s standard font. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.DEFAULT_FONT)\n </pre>\n \n @return the font\n',non-directive
' Returns JFace\'s standard font. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.DEFAULT_FONT)\n </pre>\n \n ',directive
'@return the font\n',non-directive
' Returns the descriptor for JFace\'s standard font. Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.DEFAULT_FONT)\n </pre>\n \n @return the font\n @since 3.3\n',non-directive
' Returns the descriptor for JFace\'s standard font. ',non-directive
'Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.DEFAULT_FONT)\n </pre>\n \n ',directive
'@return the font\n ',non-directive
'@since 3.3\n',non-directive
' Returns the JFace\'s dialog font. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.DIALOG_FONT)\n </pre>\n \n @return the font\n',non-directive
' Returns the JFace\'s dialog font. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.DIALOG_FONT)\n </pre>\n \n ',directive
'@return the font\n',non-directive
' Returns the descriptor for JFace\'s dialog font. Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.DIALOG_FONT)\n </pre>\n \n @return the font\n @since 3.3\n',non-directive
' Returns the descriptor for JFace\'s dialog font. ',non-directive
'Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.DIALOG_FONT)\n </pre>\n \n ',directive
'@return the font\n ',non-directive
'@since 3.3\n',non-directive
' Returns the font in JFace\'s font registry with the given symbolic font\n name. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(symbolicName)\n </pre>\n \n If an error occurs, return the default font.\n \n @param symbolicName\n            the symbolic font name\n @return the font\n',directive
' Returns the font in JFace\'s font registry with the given symbolic font\n name. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(symbolicName)\n </pre>\n \n If an error occurs, return the default font.\n \n',directive
?,non-directive
'@param symbolicName\n            the symbolic font name\n ',non-directive
'@return the font\n',non-directive
' Returns the font registry for JFace itself. If the value has not been\n established by an earlier call to <code>setFontRegistry</code>, is it\n initialized to\n <code>new FontRegistry(\"org.eclipse.jface.resource.jfacefonts\")</code>.\n <p>\n Note that several static convenience methods are also provided on this\n class for directly accessing JFace\'s standard fonts.\n </p>\n \n @return the JFace font registry\n',directive
' Returns the font registry for JFace itself. ',non-directive
'If the value has not been\n established by an earlier call to <code>setFontRegistry</code>, is it\n initialized to\n <code>new FontRegistry(\"org.eclipse.jface.resource.jfacefonts\")</code>.\n ',directive
'<p>\n Note that several static convenience methods are also provided on this\n class for directly accessing JFace\'s standard fonts.\n ',directive
'</p>\n \n ',non-directive
'@return the JFace font registry\n',non-directive
' Returns the JFace\'s header font. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.HEADER_FONT)\n </pre>\n \n @return the font\n',non-directive
' Returns the JFace\'s header font. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.HEADER_FONT)\n </pre>\n \n ',directive
'@return the font\n',non-directive
' Returns the image in JFace\'s image registry with the given key, or\n <code>null</code> if none. Convenience method equivalent to\n \n <pre>\n JFaceResources.getImageRegistry().get(key)\n </pre>\n \n @param key\n            the key\n @return the image, or <code>null</code> if none\n',non-directive
' Returns the image in JFace\'s image registry with the given key, or\n <code>null</code> if none. ',directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getImageRegistry().get(key)\n </pre>\n \n ',directive
'@param key\n            the key\n ',non-directive
'@return the image, or <code>null</code> if none\n',directive
' Returns the resource object with the given key in JFace\'s resource\n bundle. If there isn\'t any value under the given key, the key is\n returned.\n \n @param key\n            the resource name\n @return the string\n',non-directive
' Returns the resource object with the given key in JFace\'s resource\n bundle. ',non-directive
'If there isn\'t any value under the given key, the key is\n returned.\n \n',non-directive
?,non-directive
'@param key\n            the resource name\n ',non-directive
'@return the string\n',non-directive
' Returns a list of string values corresponding to the given list of keys.\n The lookup is done with <code>getString</code>. The values are in the\n same order as the keys.\n \n @param keys\n            a list of keys\n @return a list of corresponding string values\n',non-directive
' Returns a list of string values corresponding to the given list of keys.\n ',non-directive
'The lookup is done with <code>getString</code>. ',directive
'The values are in the\n same order as the keys.\n \n',directive
?,non-directive
'@param keys\n            a list of keys\n ',non-directive
'@return a list of corresponding string values\n',non-directive
' Returns JFace\'s text font. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.TEXT_FONT)\n </pre>\n \n @return the font\n',non-directive
' Returns JFace\'s text font. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.TEXT_FONT)\n </pre>\n \n ',directive
'@return the font\n',non-directive
' Returns the descriptor for JFace\'s text font. Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.TEXT_FONT)\n </pre>\n \n @return the font descriptor (never null)\n @since 3.3\n',directive
' Returns the descriptor for JFace\'s text font. ',non-directive
'Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.TEXT_FONT)\n </pre>\n \n ',directive
'@return the font descriptor (never null)\n ',directive
'@since 3.3\n',non-directive
' Returns JFace\'s viewer font. Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.VIEWER_FONT)\n </pre>\n \n @return the font\n @deprecated This font is not in use\n',non-directive
' Returns JFace\'s viewer font. ',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.VIEWER_FONT)\n </pre>\n \n ',directive
'@return the font\n ',non-directive
'@deprecated This font is not in use\n',directive
' The symbolic font name for the banner font (value\n <code>\"org.eclipse.jface.bannerfont\"</code>).\n',non-directive
' The symbolic font name for the banner font (value\n <code>\"org.eclipse.jface.bannerfont\"</code>).\n',non-directive
' The symbolic font name for the standard font (value\n <code>\"org.eclipse.jface.defaultfont\"</code>).\n',non-directive
' The symbolic font name for the standard font (value\n <code>\"org.eclipse.jface.defaultfont\"</code>).\n',non-directive
' The symbolic font name for the dialog font (value\n <code>\"org.eclipse.jface.dialogfont\"</code>).\n',non-directive
' The symbolic font name for the dialog font (value\n <code>\"org.eclipse.jface.dialogfont\"</code>).\n',non-directive
' The symbolic font name for the header font (value\n <code>\"org.eclipse.jface.headerfont\"</code>).\n',non-directive
' The symbolic font name for the header font (value\n <code>\"org.eclipse.jface.headerfont\"</code>).\n',non-directive
' The symbolic font name for the text font (value\n <code>\"org.eclipse.jface.textfont\"</code>).\n',non-directive
' The symbolic font name for the text font (value\n <code>\"org.eclipse.jface.textfont\"</code>).\n',non-directive
' The symbolic font name for the viewer font (value\n <code>\"org.eclipse.jface.viewerfont\"</code>).\n \n @deprecated This font is not in use\n',non-directive
' The symbolic font name for the viewer font (value\n <code>\"org.eclipse.jface.viewerfont\"</code>).\n \n',non-directive
?,non-directive
'@deprecated This font is not in use\n',directive
' The symbolic font name for the window font (value\n <code>\"org.eclipse.jface.windowfont\"</code>).\n \n @deprecated This font is not in use\n',non-directive
' The symbolic font name for the window font (value\n <code>\"org.eclipse.jface.windowfont\"</code>).\n \n',non-directive
?,non-directive
'@deprecated This font is not in use\n',directive
' Find the first valid fontData in the provided list. If none are valid\n return the first one regardless. If the list is empty return null. Return\n <code>null</code> if one cannot be found.\n \n @param fonts the font list\n @param display the display used \n @return the font data of the like describe above\n \n @deprecated use bestDataArray in order to support Motif multiple entry\n             fonts.\n',non-directive
' Find the first valid fontData in the provided list. ',non-directive
'If none are valid\n return the first one regardless. ',directive
'If the list is empty return null. ',directive
'Return\n <code>null</code> if one cannot be found.\n \n',directive
?,non-directive
'@param fonts the font list\n ',non-directive
'@param display the display used \n ',non-directive
'@return the font data of the like describe above\n \n ',non-directive
'@deprecated use bestDataArray in order to support Motif multiple entry\n             fonts.\n',directive
' Find the first valid fontData in the provided list. \n If none are valid return the first one regardless.\n If the list is empty return <code>null</code>.\n \n @param fonts list of fonts\n @param display the display\n @return font data like described above\n @deprecated use filterData in order to preserve \n multiple entry fonts on Motif\n',non-directive
' Find the first valid fontData in the provided list. \n ',non-directive
'If none are valid return the first one regardless.\n ',directive
'If the list is empty return <code>null</code>.\n \n',directive
?,non-directive
'@param fonts list of fonts\n ',non-directive
'@param display the display\n ',non-directive
'@return font data like described above\n ',non-directive
'@deprecated use filterData in order to preserve \n multiple entry fonts on Motif\n',directive
' Removes from the list all fonts that do not exist in this system.  \n If none are valid, return the first irregardless.  If the list is \n empty return <code>null</code>.\n \n @param fonts the fonts to check\n @param display the display to check against\n @return the list of fonts that have been found on this system\n @since 3.1\n',non-directive
' Removes from the list all fonts that do not exist in this system.  \n ',non-directive
'If none are valid, return the first irregardless.  ',directive
'If the list is \n empty return <code>null</code>.\n \n',directive
?,non-directive
'@param fonts the fonts to check\n ',non-directive
'@param display the display to check against\n ',non-directive
'@return the list of fonts that have been found on this system\n ',non-directive
'@since 3.1\n',non-directive
