@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Creates a scale field editor with particular scale values.   ',non-directive
?,non-directive
'@param name             the name of the preference this field editor works on  ',non-directive
'@param _ClassElement_             the label text of the field editor  ',non-directive
'@param parent             the parent of the field editor\'s control  ',non-directive
'@param min             the value used for _ClassPathElement_(int).  ',non-directive
'@param max             the value used for _ClassPathElement_(int).  ',non-directive
'@param increment             the value used for _ClassPathElement_(int).  ',non-directive
'@param _ClassElement_             the value used for _ClassPathElement_(int). ',non-directive
' The scale, or <code>null</code> if none. ',non-directive
' The scale, or <code>null</code> if none. ',directive
' Abstract base class for all field editors.  <p>  A field editor presents the value of a preference to the end   user. The value is loaded from a preference store; if  modified by the end user, the value is validated and eventually  stored back to the preference store. A field editor reports  an event when the value, or the validity of the value, changes.  </p>  <p>  Field editors should be used in conjunction with a field   editor preference page (<code>_ClassElement_</code>)  which coordinates everything and provides the message line  which display messages emanating from the editor.  </p>  <p>  This package contains ready-to-use field editors for various  types of preferences:  <ul>    <li><code>_ClassElement_</code> - booleans</li>    <li><code>_ClassElement_</code> - integers</li>    <li><code>_ClassElement_</code> - text strings</li>    <li><code>_ClassElement_</code> - enumerations</li>    <li><code>_ClassElement_</code> - RGB colors</li>    <li><code>_ClassElement_</code> - fonts</li>    <li><code>_ClassElement_</code> - directories</li>    <li><code>_ClassElement_</code> - files</li>    <li><code>_ClassElement_</code> - paths</li>  </ul>  </p> ',directive
' Abstract base class for all field editors.  ',non-directive
'<p>  A field editor presents the value of a preference to the end   user. ',non-directive
'The value is loaded from a preference store; if  modified by the end user, the value is validated and eventually  stored back to the preference store. ',directive
'A field editor reports  an event when the value, or the validity of the value, changes.  ',non-directive
'</p>  <p>  Field editors should be used in conjunction with a field   editor preference page (<code>_ClassElement_</code>)  which coordinates everything and provides the message line  which display messages emanating from the editor.  ',directive
'</p>  <p>  This package contains ready-to-use field editors for various  types of preferences:  <ul>    ',non-directive
'<li><code>_ClassElement_</code> - booleans</li>    ',non-directive
'<li><code>_ClassElement_</code> - integers</li>    ',non-directive
'<li><code>_ClassElement_</code> - text strings</li>    ',non-directive
'<li><code>_ClassElement_</code> - enumerations</li>    ',non-directive
'<li><code>_ClassElement_</code> - RGB colors</li>    ',non-directive
'<li><code>_ClassElement_</code> - fonts</li>    ',non-directive
'<li><code>_ClassElement_</code> - directories</li>    ',non-directive
'<li><code>_ClassElement_</code> - files</li>    ',non-directive
'<li><code>_ClassElement_</code> - paths</li>  </ul>  ',non-directive
'</p> ',non-directive
' Checks if the given parent is the current parent of the  supplied control; throws an (unchecked) exception if they  are not correctly related.   @param control the control  @param parent the parent control ',non-directive
' Checks if the given parent is the current parent of the  supplied control; throws an (unchecked) exception if they  are not correctly related.   ',directive
'@param control the control  ',non-directive
'@param parent the parent control ',non-directive
' Clears the error message from the message line. ',directive
' Clears the error message from the message line. ',non-directive
' Clears the normal message from the message line. ',non-directive
' Clears the normal message from the message line. ',non-directive
' Creates this field editor\'s main control containing all of its  basic controls.   @param parent the parent control ',non-directive
' Creates this field editor\'s main control containing all of its  basic controls.   ',non-directive
'@param parent the parent control ',non-directive
' Disposes the SWT resources used by this field editor. ',non-directive
' Disposes the SWT resources used by this field editor. ',non-directive
' Fills this field editor\'s basic controls into the given parent.    @param parent the composite used as a parent for the basic controls;  the parent\'s layout must be a <code>_ClassElement_</code>  @param _ClassElement_ the number of columns ',directive
' Fills this field editor\'s basic controls into the given parent.    ',non-directive
'@param parent the composite used as a parent for the basic controls;  the parent\'s layout must be a <code>_ClassElement_</code>  ',directive
'@param _ClassElement_ the number of columns ',non-directive
' Informs this field editor\'s listener, if it has one, about a change to  one of this field editor\'s boolean-valued properties. Does nothing  if the old and new values are the same.   @param property the field editor property name,     such as <code>VALUE</code> or <code>IS_VALID</code>  @param _ClassElement_ the old value  @param _ClassElement_ the new value ',non-directive
' Informs this field editor\'s listener, if it has one, about a change to  one of this field editor\'s boolean-valued properties. ',non-directive
'Does nothing  if the old and new values are the same.   ',directive
'@param property the field editor property name,     such as <code>VALUE</code> or <code>IS_VALID</code>  ',non-directive
'@param _ClassElement_ the old value  ',non-directive
'@param _ClassElement_ the new value ',non-directive
' Informs this field editor\'s listener, if it has one, about a change to  one of this field editor\'s properties.   @param property the field editor property name,     such as <code>VALUE</code> or <code>IS_VALID</code>  @param _ClassElement_ the old value object, or <code>null</code>  @param _ClassElement_ the new value, or <code>null</code> ',non-directive
' Informs this field editor\'s listener, if it has one, about a change to  one of this field editor\'s properties.   ',non-directive
'@param property the field editor property name,     such as <code>VALUE</code> or <code>IS_VALID</code>  ',non-directive
'@param _ClassElement_ the old value object, or <code>null</code>  ',directive
'@param _ClassElement_ the new value, or <code>null</code> ',directive
' Returns the symbolic font name used by this field editor.   @return the symbolic font name ',non-directive
' Returns the symbolic font name used by this field editor.   ',non-directive
'@return the symbolic font name ',non-directive
' Returns the label control.    @return the label control, or <code>null</code>   if no label control has been created ',non-directive
' Returns the label control.    ',non-directive
'@return the label control, or <code>null</code>   if no label control has been created ',directive
' Returns this field editor\'s label component.  <p>  The label is created if it does not already exist  </p>   @param parent the parent  @return the label control ',non-directive
' Returns this field editor\'s label component.  ',non-directive
'<p>  The label is created if it does not already exist  </p>   ',directive
'@param parent the parent  ',non-directive
'@return the label control ',non-directive
' Returns this field editor\'s label text.   @return the label text ',non-directive
' Returns this field editor\'s label text.   ',non-directive
'@return the label text ',non-directive
' Returns the number of basic controls this field editor consists of.   @return the number of controls ',non-directive
' Returns the number of basic controls this field editor consists of.   ',non-directive
'@return the number of controls ',non-directive
' Returns the name of the preference this field editor operates on.   @return the name of the preference ',non-directive
' Returns the name of the preference this field editor operates on.   ',non-directive
'@return the name of the preference ',non-directive
' Returns the preference page in which this field editor  appears.   @return the preference page, or <code>null</code> if none  @deprecated use #_ClassElement_() ',non-directive
' Returns the preference page in which this field editor  appears.   ',non-directive
'@return the preference page, or <code>null</code> if none  ',directive
'@deprecated use #_ClassElement_() ',directive
' Return the _ClassElement_ that the receiver is sending  updates to.    @return _ClassElement_ or <code>null</code> if it   has not been set.    @since _ClassPathElement_ ',non-directive
' Return the _ClassElement_ that the receiver is sending  updates to.   ',non-directive
?,non-directive
'@return _ClassElement_ or <code>null</code> if it   has not been set.   ',directive
?,non-directive
'@since _ClassPathElement_ ',non-directive
' Returns the preference store used by this field editor.   @return the preference store, or <code>null</code> if none  @see #_ClassElement_ ',non-directive
' Returns the preference store used by this field editor.   ',non-directive
'@return the preference store, or <code>null</code> if none  ',directive
'@see #_ClassElement_ ',non-directive
' Initialize the field editor with the given preference name and label.    @param name the name of the preference this field editor works on  @param text the label text of the field editor ',non-directive
' Initialize the field editor with the given preference name and label.   ',non-directive
?,non-directive
'@param name the name of the preference this field editor works on  ',non-directive
'@param text the label text of the field editor ',non-directive
' Initializes this field editor with the preference value from  the preference store. ',non-directive
' Initializes this field editor with the preference value from  the preference store. ',non-directive
' Initializes this field editor with the default preference value  from the preference store. ',non-directive
' Initializes this field editor with the default preference value  from the preference store. ',non-directive
' Returns whether this field editor currently presents the  default value for its preference.    @return <code>true</code> if the default value is presented,    and <code>false</code> otherwise ',non-directive
' Returns whether this field editor currently presents the  default value for its preference.   ',non-directive
?,non-directive
'@return <code>true</code> if the default value is presented,    and <code>false</code> otherwise ',non-directive
' Sets this field editor\'s label text.  The label is typically presented to the left of the entry field.   @param text the label text ',non-directive
' Sets this field editor\'s label text.  ',non-directive
'The label is typically presented to the left of the entry field.   ',directive
'@param text the label text ',non-directive
' Sets the name of the preference this field editor operates on.  <p>  The ability to change this allows the same field editor object  to be reused for different preferences.  </p>  <p>  For example: <p>  <pre>   ...   _ClassPathElement_(\"font\");   _ClassPathElement_();  </pre>  </p>   @param name the name of the preference ',non-directive
' Sets the name of the preference this field editor operates on.  ',non-directive
'<p>  The ability to change this allows the same field editor object  to be reused for different preferences.  ',directive
'</p>  <p>  For example: <p>  <pre>   ...   ',non-directive
'_ClassPathElement_(\"font\");   _ClassPathElement_();  </pre>  </p>   ',non-directive
'@param name the name of the preference ',non-directive
' Sets the preference page in which this field editor  appears.   @param _ClassElement_ the preference page, or <code>null</code> if none  @deprecated use #_ClassElement_(_ClassElement_) ',non-directive
' Sets the preference page in which this field editor  appears.   ',non-directive
'@param _ClassElement_ the preference page, or <code>null</code> if none  ',directive
'@deprecated use #_ClassElement_(_ClassElement_) ',directive
' Set the page to be the receiver.  @param _ClassElement_    @since _ClassPathElement_ ',non-directive
' Set the page to be the receiver.  ',non-directive
'@param _ClassElement_    ',non-directive
'@since _ClassPathElement_ ',non-directive
' Sets the preference store used by this field editor.   @param store the preference store, or <code>null</code> if none  @see #_ClassElement_ ',non-directive
' Sets the preference store used by this field editor.   ',non-directive
'@param store the preference store, or <code>null</code> if none  ',directive
'@see #_ClassElement_ ',non-directive
' Sets whether this field editor is presenting the default value.   @param _ClassElement_ <code>true</code> if the default value is being presented,   and <code>false</code> otherwise ',non-directive
' Sets whether this field editor is presenting the default value.   ',non-directive
'@param _ClassElement_ <code>true</code> if the default value is being presented,   and <code>false</code> otherwise ',non-directive
' Sets or removes the property change listener for this field editor.  <p>  Note that field editors can support only a single listener.  </p>   @param listener a property change listener, or <code>null</code>   to remove ',directive
' Sets or removes the property change listener for this field editor.  ',non-directive
'<p>  Note that field editors can support only a single listener.  ',directive
'</p>   ',non-directive
'@param listener a property change listener, or <code>null</code>   to remove ',directive
' Shows the given error message in the page for this  field editor if it has one.   @param msg the error message ',directive
' Shows the given error message in the page for this  field editor if it has one.   ',non-directive
'@param msg the error message ',non-directive
' Shows the given message in the page for this  field editor if it has one.   @param msg the message ',non-directive
' Shows the given message in the page for this  field editor if it has one.   ',non-directive
'@param msg the message ',non-directive
' Stores this field editor\'s value back into the preference store. ',non-directive
' Stores this field editor\'s value back into the preference store. ',non-directive
' Set the _ClassElement_ on button to be one that is spaced for the  current font.  @param button the button the data is being set on. ',non-directive
' Set the _ClassElement_ on button to be one that is spaced for the  current font.  ',non-directive
'@param button the button the data is being set on. ',non-directive
' Set whether or not the controls in the field editor  are enabled.  @param enabled The enabled state.  @param parent The parent of the controls in the group.   Used to create the controls if required. ',directive
' Set whether or not the controls in the field editor  are enabled.  ',non-directive
'@param enabled The enabled state.  ',non-directive
'@param parent The parent of the controls in the group.   ',non-directive
'Used to create the controls if required. ',directive
' Creates a new field editor. ',non-directive
' Creates a new field editor. ',non-directive
' Creates a new field editor.    @param name the name of the preference this field editor works on  @param _ClassElement_ the label text of the field editor  @param parent the parent of the field editor\'s control ',non-directive
' Creates a new field editor.   ',non-directive
?,non-directive
'@param name the name of the preference this field editor works on  ',non-directive
'@param _ClassElement_ the label text of the field editor  ',non-directive
'@param parent the parent of the field editor\'s control ',non-directive
' Property name constant (value <code>\"field_editor_is_valid\"</code>)  to signal a change in the validity of the value of this field editor. ',non-directive
' Property name constant (value <code>\"field_editor_is_valid\"</code>)  to signal a change in the validity of the value of this field editor. ',non-directive
' Property name constant (value <code>\"field_editor_value\"</code>)  to signal a change in the value of this field editor. ',non-directive
' Property name constant (value <code>\"field_editor_value\"</code>)  to signal a change in the value of this field editor. ',non-directive
'  Gap between label and control. ',directive
'  Gap between label and control. ',non-directive
' A concrete implementation of a node in a preference dialog tree. This class  also supports lazy creation of the node\'s preference page. ',non-directive
' A concrete implementation of a node in a preference dialog tree. ',non-directive
'This class  also supports lazy creation of the node\'s preference page. ',directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' (non-Javadoc) Method declared on IPreferenceNode. ',non-directive
' (non-Javadoc) Method declared on IPreferenceNode. ',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Returns the image descriptor for this node.    @return the image descriptor ',non-directive
' Returns the image descriptor for this node.   ',non-directive
?,non-directive
'@return the image descriptor ',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Set the current page to be _ClassElement_.    @param _ClassElement_ ',non-directive
' Set the current page to be _ClassElement_.   ',non-directive
?,non-directive
'@param _ClassElement_ ',non-directive
' Creates a new preference node with the given id. The new node has no  subnodes.    @param id             the node id ',non-directive
' Creates a new preference node with the given id. ',non-directive
'The new node has no  subnodes.   ',directive
?,non-directive
'@param id             the node id ',non-directive
' Creates a preference node with the given id and preference page. The  title of the preference page is used for the node label. The node will  not have an image.    @param id             the node id  @param _ClassElement_             the preference page ',non-directive
' Creates a preference node with the given id and preference page. ',non-directive
'The  title of the preference page is used for the node label. ',directive
'The node will  not have an image.   ',directive
?,non-directive
'@param id             the node id  ',non-directive
'@param _ClassElement_             the preference page ',non-directive
' A utility class for dealing with preferences whose values are  common SWT objects (color, points, rectangles, and font data).  The static methods on this class handle the conversion between  the SWT objects and their string representations.  <p>  Usage:  <pre>  IPreferenceStore store = ...;  _ClassPathElement_(store, \"bg\", new RGB(127,127,127));  ...  RBG _ClassElement_ = _ClassPathElement_(store, \"bg\");  </pre>  </p>  <p>  This class contains static methods and fields only and cannot   be instantiated.  </p>  Note: touching this class has the side effect of creating a display (static initializer).  @noinstantiate This class is not intended to be instantiated by clients. ',directive
' A utility class for dealing with preferences whose values are  common SWT objects (color, points, rectangles, and font data).  ',non-directive
'The static methods on this class handle the conversion between  the SWT objects and their string representations.  ',directive
'<p>  Usage:  <pre>  IPreferenceStore store = ...;  _ClassPathElement_(store, \"bg\", new RGB(127,127,127));  ...  ',directive
'RBG _ClassElement_ = _ClassPathElement_(store, \"bg\");  </pre>  </p>  <p>  This class contains static methods and fields only and cannot   be instantiated.  ',non-directive
'</p>  Note: touching this class has the side effect of creating a display (static initializer).  ',directive
'@noinstantiate This class is not intended to be instantiated by clients. ',non-directive
' Helper method to construct a <code>_ClassElement_</code> from the given string.  String is in the form _ClassElement_;_ClassElement_; in order that  multiple _ClassElement_ can be defined.  @param value the identifier for the font  @return _ClassElement_[]    @since _ClassPathElement_ ',non-directive
' Helper method to construct a <code>_ClassElement_</code> from the given string.  ',non-directive
'String is in the form _ClassElement_;_ClassElement_; in order that  multiple _ClassElement_ can be defined.  ',directive
'@param value the identifier for the font  ',non-directive
'@return _ClassElement_[]    ',non-directive
'@since _ClassPathElement_ ',non-directive
' Reads the supplied string and returns its corresponding  _ClassElement_. If it cannot be read then the default _ClassElement_  will be returned.    @param _ClassElement_ the string value for the font data    @return the font data ',non-directive
' Reads the supplied string and returns its corresponding  _ClassElement_. ',non-directive
'If it cannot be read then the default _ClassElement_  will be returned.   ',directive
?,non-directive
'@param _ClassElement_ the string value for the font data    ',non-directive
'@return the font data ',non-directive
' Returns the current value of the color-valued preference with the  given name in the given preference store.  Returns the default-default value (<code>COLOR_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as a color.   @param store the preference store  @param name the name of the preference  @return the color-valued preference ',non-directive
' Returns the current value of the color-valued preference with the  given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>COLOR_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as a color.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the color-valued preference ',non-directive
' Returns the default value for the color-valued preference  with the given name in the given preference store.  Returns the default-default value (<code>COLOR_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as a color.   @param store the preference store  @param name the name of the preference  @return the default value of the preference ',non-directive
' Returns the default value for the color-valued preference  with the given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>COLOR_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as a color.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the default value of the preference ',non-directive
' Returns the default value array for the font-valued preference  with the given name in the given preference store.  Returns the default-default value (<code>FONTDATA_ARRAY_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as font data.   @param store the preference store  @param name the name of the preference  @return the default value of the preference ',non-directive
' Returns the default value array for the font-valued preference  with the given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>FONTDATA_ARRAY_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as font data.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the default value of the preference ',non-directive
' Returns the default value for the point-valued preference  with the given name in the given preference store.  Returns the default-default value (<code>POINT_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as a point.   @param store the preference store  @param name the name of the preference  @return the default value of the preference ',non-directive
' Returns the default value for the point-valued preference  with the given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>POINT_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as a point.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the default value of the preference ',non-directive
' Returns the default value for the rectangle-valued preference  with the given name in the given preference store.  Returns the default-default value (<code>RECTANGLE_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as a rectangle.   @param store the preference store  @param name the name of the preference  @return the default value of the preference ',non-directive
' Returns the default value for the rectangle-valued preference  with the given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>RECTANGLE_DEFAULT_DEFAULT</code>)   is no default preference with the given name, or if the default   value cannot be treated as a rectangle.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the default value of the preference ',non-directive
' Returns the current value of the font-valued preference with the  given name in the given preference store.  Returns the default-default value (<code>FONTDATA_ARRAY_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as font data.   @param store the preference store  @param name the name of the preference  @return the font-valued preference ',non-directive
' Returns the current value of the font-valued preference with the  given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>FONTDATA_ARRAY_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as font data.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the font-valued preference ',non-directive
' Returns the current value of the point-valued preference with the  given name in the given preference store.  Returns the default-default value (<code>POINT_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as a point.   @param store the preference store  @param name the name of the preference  @return the point-valued preference ',non-directive
' Returns the current value of the point-valued preference with the  given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>POINT_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as a point.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the point-valued preference ',non-directive
' Returns the current value of the rectangle-valued preference with the  given name in the given preference store.  Returns the default-default value (<code>RECTANGLE_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as a rectangle.   @param store the preference store  @param name the name of the preference  @return the rectangle-valued preference ',non-directive
' Returns the current value of the rectangle-valued preference with the  given name in the given preference store.  ',non-directive
'Returns the default-default value (<code>RECTANGLE_DEFAULT_DEFAULT</code>)   if there is no preference with the given name, or if the current value   cannot be treated as a rectangle.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@return the rectangle-valued preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store. As _ClassElement_ are stored as   arrays this method is only provided for backwards compatibility.  Use <code>_ClassElement_(IPreferenceStore, String, _ClassElement_[])</code>  instead.   @param store the preference store  @param name the name of the preference  @param value the new default value of the preference ',directive
' Sets the default value of the preference with the given name  in the given preference store. ',non-directive
'As _ClassElement_ are stored as   arrays this method is only provided for backwards compatibility.  ',directive
'Use <code>_ClassElement_(IPreferenceStore, String, _ClassElement_[])</code>  instead.   ',directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new default value of the preference ',non-directive
' Sets the default value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new default value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   <p>  Included for backwards compatibility.  This method is equivalent to  </code>_ClassElement_(store, name, new _ClassElement_[]{value})</code>.  </p>    @param store the preference store  @param name the name of the preference  @param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   ',non-directive
'<p>  Included for backwards compatibility.  ',directive
'This method is equivalent to  </code>_ClassElement_(store, name, new _ClassElement_[]{value})</code>.  ',directive
'</p>    ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store. This method also sets the corresponding  key in the JFace font registry to the value and fires a   property change event to listeners on the preference store.    <p>  Note that this API does not update any other settings that may  be dependant upon it. Only the value in the preference store   and in the font registry is updated.  </p>   @param store the preference store  @param name the name of the preference  @param value the new current value of the preference    @see #_ClassElement_(IPreferenceStore, String, _ClassElement_[]) ',directive
' Sets the current value of the preference with the given name  in the given preference store. ',non-directive
'This method also sets the corresponding  key in the JFace font registry to the value and fires a   property change event to listeners on the preference store.   ',directive
' <p>  Note that this API does not update any other settings that may  be dependant upon it. ',directive
'Only the value in the preference store   and in the font registry is updated.  ',directive
'</p>   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new current value of the preference    ',non-directive
'@see #_ClassElement_(IPreferenceStore, String, _ClassElement_[]) ',non-directive
' Sets the current value of the preference with the given name  in the given preference store. This method does not update  the font registry or fire a property change event.    @param store the preference store  @param name the name of the preference  @param value the new current value of the preference    @see _ClassElement_#_ClassElement_(IPreferenceStore, String, _ClassElement_[]) ',non-directive
' Sets the current value of the preference with the given name  in the given preference store. ',non-directive
'This method does not update  the font registry or fire a property change event.   ',directive
?,non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new current value of the preference    ',non-directive
'@see _ClassElement_#_ClassElement_(IPreferenceStore, String, _ClassElement_[]) ',non-directive
' Returns the stored representation of the given array of _ClassElement_ objects.  The stored representation has the form _ClassElement_;_ClassElement_;  Only includes the non-null entries.    @param _ClassElement_ the array of _ClassElement_ objects  @return the stored representation of the _ClassElement_ objects  @since _ClassPathElement_ ',directive
' Returns the stored representation of the given array of _ClassElement_ objects.  ',non-directive
'The stored representation has the form _ClassElement_;_ClassElement_;  Only includes the non-null entries.   ',directive
?,non-directive
'@param _ClassElement_ the array of _ClassElement_ objects  ',non-directive
'@return the stored representation of the _ClassElement_ objects  ',non-directive
'@since _ClassPathElement_ ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   @param store the preference store  @param name the name of the preference  @param value the new current value of the preference ',non-directive
' Sets the current value of the preference with the given name  in the given preference store.   ',non-directive
'@param store the preference store  ',non-directive
'@param name the name of the preference  ',non-directive
'@param value the new current value of the preference ',non-directive
' The default-default value for point preferences  (the origin, <code>(0,0)</code>). ',non-directive
' The default-default value for point preferences  (the origin, <code>(0,0)</code>). ',non-directive
' The default-default value for rectangle preferences  (the empty rectangle <code>(0,0,0,0)</code>). ',non-directive
' The default-default value for rectangle preferences  (the empty rectangle <code>(0,0,0,0)</code>). ',non-directive
' The default-default value for color preferences   (black, <code>RGB(0,0,0)</code>). ',non-directive
' The default-default value for color preferences   (black, <code>RGB(0,0,0)</code>). ',non-directive
' The default-default value for <code>_ClassElement_[]</code> preferences. ',non-directive
' The default-default value for <code>_ClassElement_[]</code> preferences. ',non-directive
' The default-default value for <code>_ClassElement_</code> preferences. ',non-directive
' The default-default value for <code>_ClassElement_</code> preferences. ',non-directive
'   JFacePreferences is a class used to administer the preferences used by JFace  objects. ',non-directive
'   JFacePreferences is a class used to administer the preferences used by JFace  objects. ',non-directive
' Return the preference store for the receiver.    @return IPreferenceStore or null ',non-directive
' Return the preference store for the receiver.   ',non-directive
?,non-directive
'@return IPreferenceStore or null ',directive
' Set the preference store for the receiver.    @param store             IPreferenceStore ',non-directive
' Set the preference store for the receiver.   ',non-directive
?,non-directive
'@param store             IPreferenceStore ',non-directive
' Identifier for the Error Color ',directive
' Identifier for the Error Color ',non-directive
' Identifier for the Hyperlink Color ',non-directive
' Identifier for the Hyperlink Color ',non-directive
' Identifier for the Active Hyperlink Colour ',non-directive
' Identifier for the Active Hyperlink Colour ',non-directive
' Identifier for the color used to show extra informations in labels, as a  qualified name. For example in \'_ClassPathElement_ - _OSPathElement_bar\', the qualifier  is \'- _OSPathElement_bar\'.    @since _ClassPathElement_ ',non-directive
' Identifier for the color used to show extra informations in labels, as a  qualified name. ',non-directive
'For example in \'_ClassPathElement_ - _OSPathElement_bar\', the qualifier  is \'- _OSPathElement_bar\'.   ',non-directive
?,non-directive
'@since _ClassPathElement_ ',non-directive
' Identifier for the color used to show label decorations For example in  \'_ClassPathElement_ [_ClassPathElement_]\', the decoration is \'[_ClassPathElement_]\'.    @since _ClassPathElement_ ',non-directive
' Identifier for the color used to show label decorations For example in  \'_ClassPathElement_ [_ClassPathElement_]\', the decoration is \'[_ClassPathElement_]\'.   ',non-directive
?,non-directive
'@since _ClassPathElement_ ',non-directive
' Identifier for the color used to counter informations For example in  \'_ClassPathElement_ (2 matches)\', the counter information is \'(2 matches)\'.    @since _ClassPathElement_ ',non-directive
' Identifier for the color used to counter informations For example in  \'_ClassPathElement_ (2 matches)\', the counter information is \'(2 matches)\'.   ',non-directive
?,non-directive
'@since _ClassPathElement_ ',non-directive
' Identifier for the color used for the background of content assist  popup dialogs.    @since _ClassPathElement_ ',non-directive
' Identifier for the color used for the background of content assist  popup dialogs.   ',non-directive
?,non-directive
'@since _ClassPathElement_ ',non-directive
' Identifier for the color used for the foreground of content assist  popup dialogs.    @since _ClassPathElement_ ',non-directive
' Identifier for the color used for the foreground of content assist  popup dialogs.   ',non-directive
?,non-directive
'@since _ClassPathElement_ ',non-directive
' An interface used by a preference page to talk to  its dialog. ',non-directive
' An interface used by a preference page to talk to  its dialog. ',non-directive
' Returns the preference store.   @return the preference store, or <code>null</code> if none ',non-directive
' Returns the preference store.   ',non-directive
'@return the preference store, or <code>null</code> if none ',directive
